asset_plant_id,fleet_number,number_plate,fleet_description,owner_id,chassis_number,year_of_manufacture,colour,current_smr_index,engine_number,engine_capacity_cc,current_site_id,current_contract_id,ledger_code,tank_capacity_litres,capacity_tons,capacity_m3_loose,capacity_m3_tight,maximum_consumption,minimum_consumption,maximum_smr_on_full_tank,request_weekly_mileage,sent,current_location,plant_subcategory_id,plant_category_id,make_id,model_id,current_operator_id,track_consumption,track_smr_reading,driver_or_operator,horse_or_trailer,smr_reader_type,fuel_type,is_prime_mover,created_by
546,ADK4000,ADK4000,(PVT) Charles Kalilane,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,KILOMETER,PETROL,NONE,MIGRATION
547,ACJ9359,ACJ9359,(PVT) Ken Beauchamp,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,KILOMETER,PETROL,NONE,MIGRATION
548,AAG0376,AAG0376,(PVT) Mellissa Gomba,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,KILOMETER,PETROL,NONE,MIGRATION
549,ACP4678,ACP4678,(PVT) Beven Gwindingwi,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,KILOMETER,PETROL,NONE,MIGRATION
550,ADA9522,ADA9522,(PVT) Beven Gwindingwi,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,KILOMETER,PETROL,NONE,MIGRATION
551,AEW4540,AEW4540,(PVT) Beven Gwindingwi,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,KILOMETER,PETROL,NONE,MIGRATION
552,ADF0778,ADF0778,(PVT) Bradley Roberts,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
553,ADI4080,ADI4080,(PVT) Caroline Fenwick,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,KILOMETER,PETROL,NONE,MIGRATION
554,ADR6194,ADR6194,(PVT) Devilious Sibanda,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
555,AAR4466,AAR4466,(PVT) Gregory Wilkinson,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
556,ADP3195,ADP3195,(PVT) Gregory Wilkinson,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
557,AEL5276,AEL5276,(PVT) Karen Jardine,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
558,ACY1176,ACY1176,(PVT) Keith Schoeman,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
559,ADR3107,ADR3107,(PVT) Kerrie Scott,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
560,AFD1666,AFD1666,(PVT) Driver Third Party,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
561,ABL1037,ABL1037,(PVT) Driver Third Party,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
562,ADX7821,ADX7821,(PVT) Janet Smith,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
563,ACY5173,ACY5173,(PVT) Nicholas Mpofu,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
564,ACM5499,ACM5499,(PVT) Paul Smith,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
565,AFC1190,AFC1190,(PVT) Paul Smith,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
566,ABO4837,ABO4837,(PVT) Travis Kitto,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
567,AEQ7855,AEQ7855,(PVT) Trevor Mandiveyi,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
689,181,181,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
690,11096,11096,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
691,Con Mixer 1,Con Mixer 1,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
692,Con Mixer 3,Con Mixer 3,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
693,Drill Rig11056,Drill Rig11056,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
694,Drill Rig11280,Drill Rig11280,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
695,Drill Rig11506,Drill Rig11506,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
696,Drill Rig11702,Drill Rig11702,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
697,Drill Rig13005,Drill Rig13005,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
698,Drill Rig13011,Drill Rig13011,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
699,Drill Rig14001,Drill Rig14001,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
700,Drill Rig15989,Drill Rig15989,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
701,Drill Rig2016,Drill Rig2016,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
702,Drill Rig20906,Drill Rig20906,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
703,Drill Rig31115,Drill Rig31115,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
704,Drill Rig70002,Drill Rig70002,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
705,Drill Rig70322,Drill Rig70322,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
706,Drill Rig70323,Drill Rig70323,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
707,Drill Rig70503,Drill Rig70503,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
708,Drill Rig70504,Drill Rig70504,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
709,Drill Rig70707,Drill Rig70707,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
710,Drill Rig80214,Drill Rig80214,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
711,Drill Rig81030,Drill Rig81030,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
712,Drill Rig81037,Drill Rig81037,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
713,Drill Rig81038,Drill Rig81038,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
714,Drill Rig81543,Drill Rig81543,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
715,Drill Rig81546,Drill Rig81546,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
716,Drill Rig81547,Drill Rig81547,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
717,Drill Rig81550,Drill Rig81550,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
718,Drill Rig81555,Drill Rig81555,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
719,Drill Rig83007,Drill Rig83007,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
720,DRZ21102,DRZ21102,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
721,FL150-1,FL150-1,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,13,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
722,H013,H013,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
723,H029,H029,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
724,H032ST,H032ST,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
725,H0478ST,H0478ST,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
726,H047ST,H047ST,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
727,H071,H071,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
728,H095ST,H095ST,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
729,H097,H097,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
730,H1097ST,H1097ST,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
731,H1162ST,H1162ST,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
732,H1213,H1213,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
733,H1214ST,H1214ST,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
734,H168TP,H168TP,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
735,H381TP,H381TP,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
736,H449TP,H449TP,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
737,H8094ST,H8094ST,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
738,H951ST,H951ST,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
739,HG0357,HG0357,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
740,HJ71TJ9P,HJ71TJ9P,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
741,HSC-850L,HSC-850L,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
742,HSL850-7,HSL850-7,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
743,ISO9001,ISO9001,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
744,LF22,LF22,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,18,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
745,M35T,M35T,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
746,M6ST,M6ST,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
747,MMU1,MMU1,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
748,P420,P420,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
749,SL50W-3,SL50W-3,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
750,XA597,XA597,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
751,ABA7263,ABA7263,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
752,ACC2863,ACC2863,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
753,ACM6025,ACM6025,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
754,ADR3449,ADR3449,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
755,AEC2318,AEC2318,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
756,AEI1359,AEI1359,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
757,AEK5771,AEK5771,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
