asset_plant_service_reading_id,asset_plant_id,next_service_smr_reading,estimated_units_per_day,estimated_next_service_date,latest_smr_readings,service_interval,last_service_date,latest_smr_date,last_service_smr,service_unit,created_by,created_date,last_modified_by,last_modified_date
529,566,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
530,567,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
531,689,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
532,690,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
533,691,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
534,692,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
535,693,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
536,694,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
537,695,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
538,696,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
539,697,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
540,698,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
541,699,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
542,700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
543,701,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
544,702,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
545,703,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
546,704,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
547,705,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
548,706,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
549,707,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
550,708,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
551,709,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
552,710,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
553,711,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
554,712,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
555,713,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
556,714,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
557,715,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
558,716,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
559,717,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
560,718,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
561,719,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
562,720,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
563,721,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
564,722,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
565,723,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
566,724,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
567,725,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
568,726,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
569,727,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
570,728,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
571,729,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
572,730,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
573,731,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
574,732,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
575,733,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
576,734,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
577,735,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
578,736,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
579,737,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
580,738,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
581,739,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
582,740,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
583,741,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
584,742,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
585,743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
586,744,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
587,745,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
588,746,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
589,747,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
590,748,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
591,749,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
592,750,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
593,751,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
594,752,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
595,753,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
596,754,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
597,755,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
598,756,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
599,757,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
600,758,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
601,759,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
602,760,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
603,761,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
604,762,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
605,763,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
606,764,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
607,765,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
608,766,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
609,767,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
610,768,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
611,769,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
612,770,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
613,771,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
614,772,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
615,773,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
616,774,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
617,775,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
618,776,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
619,777,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
620,778,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
621,779,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
622,780,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
623,781,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
624,782,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
625,783,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
626,784,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
627,785,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
628,786,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
629,787,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
630,788,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
631,789,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
632,790,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
633,791,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
634,792,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
635,793,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
636,794,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
637,795,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
638,796,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
639,797,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
640,798,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
641,799,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
642,800,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
643,801,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
644,802,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
645,803,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
646,804,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
647,805,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
648,806,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
649,807,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
650,808,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
651,809,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
652,810,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
653,811,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
654,812,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
655,813,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
656,814,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
657,815,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
658,816,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
659,817,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
660,818,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
661,819,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
662,820,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
663,821,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
664,822,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
665,823,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
666,824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
667,825,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
668,826,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
669,827,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
670,828,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
671,829,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
672,830,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
673,831,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
674,832,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
675,833,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
676,834,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
677,835,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
678,836,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
679,837,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
680,838,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
681,839,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
682,840,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
683,841,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
684,842,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
685,843,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
686,844,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
687,845,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
688,846,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
689,847,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
690,848,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
691,849,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
692,850,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
693,851,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
694,852,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
695,853,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
696,854,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
697,855,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
698,856,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
699,857,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
700,858,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
701,859,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
702,860,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
703,861,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
704,862,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
705,863,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
706,864,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
707,865,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
708,866,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
709,867,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
710,868,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
711,869,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
712,870,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
713,871,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
714,872,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
715,873,NULL,NULL,NULL,0,NULL,NULL,16/5/2025,NULL,KILOMETER,MIGRATION,,,
716,874,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
717,875,13500,1,4/9/2025,13340,250,27/3/2025,16/5/2025,13250,HOURS,MIGRATION,,,
718,876,17500,2,15/9/2025,17257,250,16/5/2025,20/5/2025,17250,HOURS,MIGRATION,,,
719,877,18250,2,15/8/2025,18045,250,10/4/2025,20/5/2025,18000,HOURS,MIGRATION,,,
720,878,20000,3,30/7/2025,19822,250,24/3/2025,20/5/2025,19750,HOURS,MIGRATION,,,
721,879,5500,3,26/7/2025,5287,250,14/2/2025,15/5/2025,5250,HOURS,MIGRATION,,,
722,880,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
723,881,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
724,882,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
725,883,270000,152,11/6/2025,266431,10000,15/4/2025,19/5/2025,260000,KILOMETER,MIGRATION,,,
726,884,5811,4,15/6/2025,5712,250,8/4/2025,19/5/2025,5561,HOURS,MIGRATION,,,
727,885,8500,4,21/5/2025,8492,250,22/1/2025,19/5/2025,8250,HOURS,MIGRATION,,,
728,886,6000,3,1/6/2025,5960,250,10/12/2024,19/5/2025,5750,HOURS,MIGRATION,,,
729,887,129305,NULL,NULL,NULL,10000,20/4/2021,NULL,119305,KILOMETER,MIGRATION,,,
730,888,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
731,889,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
732,890,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
733,891,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
734,892,370000,73,24/8/2025,362684,10000,15/4/2025,16/5/2025,360000,KILOMETER,MIGRATION,,,
735,893,7500,4,27/5/2025,7471,250,14/4/2025,19/5/2025,7250,HOURS,MIGRATION,,,
736,894,8750,4,29/5/2025,8710,250,29/3/2025,19/5/2025,8500,HOURS,MIGRATION,,,
737,895,NULL,NULL,NULL,9287,NULL,NULL,9/3/2025,NULL,KILOMETER,MIGRATION,,,
738,896,10250,5,8/7/2025,10023,250,15/5/2025,19/5/2025,10000,HOURS,MIGRATION,,,
739,897,10250,6,23/6/2025,10047,250,13/5/2025,19/5/2025,10000,HOURS,MIGRATION,,,
740,898,10000,5,4/6/2025,9923,250,1/5/2025,19/5/2025,9750,HOURS,MIGRATION,,,
741,899,6750,4,14/7/2025,6547,250,7/9/2024,19/5/2025,6500,HOURS,MIGRATION,,,
742,900,6500,4,4/7/2025,6338,250,30/7/2024,19/5/2025,6250,HOURS,MIGRATION,,,
743,901,6000,3,18/8/2025,5760,250,7/9/2024,19/5/2025,5750,HOURS,MIGRATION,,,
744,902,10000,NULL,NULL,NULL,10000,NULL,NULL,NULL,HOURS,MIGRATION,,,
745,903,11500,3,31/5/2025,11469,250,28/11/2024,19/5/2025,11250,HOURS,MIGRATION,,,
746,904,14500,5,10/2/2033,129,250,17/9/2024,14/5/2025,14250,HOURS,MIGRATION,,,
747,905,320000,99,19/6/2025,315528,10000,26/2/2025,5/5/2025,310000,KILOMETER,MIGRATION,,,
748,906,NULL,NULL,NULL,NULL,NULL,NULL,12/3/2025,NULL,HOURS,MIGRATION,,,
749,907,NULL,NULL,NULL,NULL,NULL,NULL,20/3/2025,NULL,HOURS,MIGRATION,,,
750,908,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
751,909,NULL,NULL,NULL,NULL,NULL,NULL,19/3/2025,NULL,HOURS,MIGRATION,,,
752,910,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
753,911,167000,37,7/7/2025,164816,5000,14/2/2025,9/5/2025,162000,KILOMETER,MIGRATION,,,
754,912,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
755,913,NULL,NULL,NULL,0,NULL,NULL,9/1/2025,NULL,HOURS,MIGRATION,,,
756,914,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
757,915,2750,NULL,NULL,NULL,250,1/10/2021,NULL,2500,HOURS,MIGRATION,,,
758,916,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
759,917,110000,37,25/11/2025,102985,10000,27/2/2025,19/5/2025,100000,KILOMETER,MIGRATION,,,
760,918,240000,500,17/5/2025,239539,10000,7/3/2025,16/5/2025,230000,KILOMETER,MIGRATION,,,
761,919,15000,9,23/5/2025,14961,250,10/5/2025,19/5/2025,14750,HOURS,MIGRATION,,,
762,920,NULL,500,NULL,0,NULL,NULL,20/5/2025,NULL,KILOMETER,MIGRATION,,,
763,921,134000,21,10/1/2026,128978,10000,27/8/2024,16/5/2025,124000,KILOMETER,MIGRATION,,,
764,922,NULL,NULL,NULL,0,NULL,NULL,17/3/2025,NULL,HOURS,MIGRATION,,,
765,923,260000,103,24/8/2025,249412,10000,19/5/2025,19/5/2025,250000,KILOMETER,MIGRATION,,,
766,924,7250,3,3/6/2025,7202,250,1/4/2025,19/5/2025,7000,HOURS,MIGRATION,,,
767,925,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
768,926,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
769,927,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
770,928,NULL,NULL,NULL,0,NULL,NULL,13/5/2025,NULL,HOURS,MIGRATION,,,
771,929,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
772,930,6750,2,5/7/2025,6638,250,3/3/2025,20/5/2025,6500,HOURS,MIGRATION,,,
773,931,6500,3,20/7/2025,6347,250,6/3/2025,20/5/2025,6250,HOURS,MIGRATION,,,
774,932,7250,3,1/8/2025,7055,250,28/3/2025,20/5/2025,7000,HOURS,MIGRATION,,,
775,933,220000,163,25/6/2025,213420,10000,10/4/2025,16/5/2025,210000,KILOMETER,MIGRATION,,,
776,934,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
777,935,3000,1,5/12/2025,2801,250,10/5/2025,20/5/2025,2750,HOURS,MIGRATION,,,
778,936,NULL,NULL,NULL,0,NULL,NULL,16/5/2025,NULL,HOURS,MIGRATION,,,
779,937,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
780,938,NULL,NULL,NULL,0,NULL,NULL,13/12/2024,NULL,HOURS,MIGRATION,,,
781,939,NULL,NULL,NULL,0,NULL,NULL,17/12/2024,NULL,DAY,MIGRATION,,,
782,940,NULL,NULL,NULL,0,NULL,NULL,19/5/2025,NULL,HOURS,MIGRATION,,,
783,941,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
784,942,2910,4,29/6/2025,2729,250,23/4/2025,15/5/2025,2660,HOURS,MIGRATION,,,
785,943,11500,5,27/6/2025,11314,250,11/4/2025,19/5/2025,11250,HOURS,MIGRATION,,,
786,944,6000,4,12/6/2025,5908,250,11/4/2025,20/5/2025,5750,HOURS,MIGRATION,,,
787,945,277000,24,16/12/2056,214,10000,13/12/2024,20/5/2025,267000,HOURS,MIGRATION,,,
788,946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
789,947,6500,4,18/6/2025,6393,250,28/4/2025,19/5/2025,6250,HOURS,MIGRATION,,,
790,948,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
791,949,150000,143,11/5/2025,149707,10000,26/2/2025,9/5/2025,140000,KILOMETER,MIGRATION,,,
792,950,NULL,NULL,NULL,3494,NULL,NULL,20/5/2025,NULL,HOURS,MIGRATION,,,
